product_name,product_price,Rate,Review,text,labels,sentiment_code
midea torrinowqp125201f free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,25990.0,1.0,waste of money,better not to purchase this product not good for bengali cuisine dishes not cleaned up properlybad experience,negative,0
ifb neptune vx free standing 12 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,38490.0,5.0,worth every penny,pros1germ free cleaning2now equality can be achieved because this machine is does not discriminate gender3happy hands happy mind good bye to lazy maidconsif you maintain properly it will perform properly,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,brilliant,very nice,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,brilliant,use one month product love it this is mini ac,positive,2
bajaj fx11 food factory 600 w food processorwhite,6525.0,4.0,good quality product,overall good product recommended,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,terrific purchase,superb product i like it,positive,2
ozarro black canvas light weight steel toe safety shoes s4420 steel toe canvas safety shoeblack s1,999.0,4.0,wonderful,super,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,excellent,good product,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,great product,excellent product,positive,2
voltas beko dt8b free standing 8 place settings intensive kadhai cleaning no prerinse required dishwasher,20990.0,4.0,good choice,its good to have if you are a small family and want your utensils clean and shiny no more venting out your frustration on your bai for not so clean utensils,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,simply awesome,best,positive,2
glen ispa 90 bl auto clean wall mounted chimneyblack 1050 cmh,11999.0,5.0,just wow,very good iam happy and thankyou flipkart,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,1.0,worthless,bad experience,negative,0
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,5.0,super,very nice,positive,2
wd elements 2 tb wired external hard disk drive hddblack,5499.0,5.0,great product,i bought it with no cost emi from bfl the hdd is very compact and can be taken in a jeans hip pocket the cable is however smaller than desired the package in which it came was very robust and securely packed and the delivery was as per schedule however i have gone through many questions nd their answers regarding the product and i have found that many answers were not correct and misleading i thus want to correct few facts based on my observations 1 the hdd can be connected wit,positive,2
inalsa easy prep 800 w food processorblack,4399.0,5.0,brilliant,this product made things making faster,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,1.0,hated it,its up down louver are comes downward within 2 minutes causes air not comes on bedi think it is its design problemdue to this i dont like it,negative,0
lurags diamond natural brown set of 6 stumps with bailsbrown,469.0,5.0,worth every penny,nice product 2 stumps donated but ok,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,4.0,worth the money,so very nice rice cooking,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,simply awesome,very useful item milk boiling 40 sec,positive,2
pigeon favourite electric kettle15 l silver black,699.0,4.0,valueformoney,nice,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,4.0,good choice,thanks flipkart smartbuy,positive,2
google nest mini 2nd gen with google assistant with google assistant smart speakercharcoal,3499.0,5.0,simply awesome,very nice,positive,2
prestige cleanhome fruit and vegetable cleaner p0z 10  230 volts food processorwhite and blue,2695.0,5.0,brilliant,the fruits and vegetables washed using the device stayed fresh for longer duration in comparison to regular water wash,positive,2
mivi roam2 5 w bluetooth speakerblack mono channel,1099.0,5.0,wonderful,excellent product,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,1.0,terrible product,not good,negative,0
wd elements 2 tb wired external hard disk drive hddblack,5499.0,5.0,best in the market,very niceruns smoothly,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,4.0,wonderful,ok,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,mindblowing purchase,awesomeits been a month m using itgreat voicefull bsuse power amp for full experiencebought in 1649paid with phonepee walet got 100 cashbackfinal price 1549,positive,2
airtel regular digital tv sdhd dth compatible remote universal remote controllerblack,209.0,5.0,terrific,very good product,positive,2
ifb neptune vx plus free standing 15 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,41990.0,5.0,just wow,great product have been using for more than 6 months now and no issues at all,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,4.0,really nice,nice but didnt receive regulator for the fan,positive,2
oneplus bullets wireless z2 with fast charge 30 hrs battery life earphones with mic bluetooth headsetmagico black in the ear,1999.0,4.0,pretty good,wire quality is really improved over previous version ergonomic design is really impressive but few user may feel difficulty in proper fitting of buds into ears even with smallest one control button is not so good as many a times you need to press it hard and feel unreliable control specially central pause or pickup buttons rest is very good in this price range,negative,0
lakm eyeconic kajal twin packdeep black 07 g,218.0,4.0,delightful,okay good product for this price,positive,2
birdie pvc enema kit satvik movement 15 litre  improved model enema kit for home use medical equipment combo,335.0,4.0,good quality product,very useful and good service by flipkart,positive,2
google nest mini 2nd gen with google assistant with google assistant smart speakercharcoal,3499.0,4.0,wonderful,the google nest mini is a device for extremely lazy music lovers it works well if you have a youtube premium account coz the collections in gaana is limited the assistant do respond to sounds in the normal range but most times there is a need for a higher level of sound to activate the google assistant if google could have made support available for indian regional languages i would have recommended it as the best smart speaker in this price range also the speaker is not very loud but,positive,2
mivi roam2 5 w bluetooth speakerblack mono channel,1099.0,5.0,must buy,good product,positive,2
butterfly rapid kettle 15 litre  eco 750 ml water bottle,849.0,4.0,delightful,good product and packing is good,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,must buy,best cooler at this price,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,terrific,i really liked it,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,2.0,not good,not good for video,negative,0
mivi roam2 5 w bluetooth speakerblack mono channel,1099.0,5.0,classy product,best bluetooth speaker in this budget just loved it sound quality is awesome and also the design is great and specially this product is proudly made in india great product and thank you so much flipkart for the fastest delivery,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,classy product,good product,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,just wow,instead off other brands this one is good and super in this price,positive,2
pigeon favourite electric kettle15 l silver black,699.0,3.0,does the job,nice,positive,2
butterfly rapid kettle 15 litre  eco 750 ml water bottle,849.0,5.0,mindblowing purchase,nice and good things,positive,2
bluechip bl55smarttv21amp tv voltage stabilizer for led tvsmart tv up to 55 inches  set top box  home theaterseagreen,1401.0,4.0,good choice,its 4 star rating is given based upon using this product minimum number of days ie based on 4 days of product usedright now performance is good and used for led and set of boxfollowing are reviews from my side1 delivery delivery as per expected date2 packing very good 3 10 seconds are taken while functioning every time4 2 ports available space between both ports needs to reviewsand ports material is not gud ie losing connections due to unavailable of quantity mate,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,best in the market,good,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,highly recommended,nice,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,fabulous,the bass is awesome and earpads are comfortable i bought this one for gaming and its perfect for this purpose it has dynamic design and light weight giving you the confort if youre thinking about buying bt headphone ill recommend this one to you,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,1.0,waste of money,wrost productsaction power is very poordont buysurely all positive feedback are wrongtrust me,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,5.0,best in the market,all is wellbest and comfortable,positive,2
hindware ripple 90 auto clean wall mounted chimneyinox 1350 cmh,14299.0,1.0,not recommended at all,installation was worstperson dont know to much he is not professional,neutral,1
seagate expansion for windows and mac with 3 years data recovery services  portable 1 tb external hard disk drive hddblack,4098.0,5.0,best in the market,best of best hard disk,positive,2
